Arizona,13775,13645,13713,53686,3905,1924,1884,1901,9588,5044,2082,2010,2054,9566,4627,9769,9751,9758,34532,3537,Arizona
Arkansas,8235,8057,8151,26905,3278,1230,1217,1224,4567,3736,1470,1319,1395,5375,3731,5535,5521,5532,16963,3069,Arkansas
California,69853,67473,68798,483815,7056,11155,10907,10944,80395,7354,6718,6148,6348,41536,6541,51980,50418,51506,361884,7054,California
,,,,,,,,,,,,,,,,,,,,,
Colorado,13124,12486,12874,58738,4558,1235,1218,1226,6734,5497,4839,4275,4613,22875,4983,7050,6993,7035,29129,4135,Colorado
Connecticut,14155,13523,13663,84222,6138,2165,1925,1957,13829,7102,6276,5956,6031,35886,5887,5714,5642,5675,34507,6073,Connecticut
Delaware,5761,5647,5716,26608,4677,1065,1049,1058,6818,6472,1780,1726,1760,8201,4691,2916,2872,2898,11589,4013,Delaware
Florida,48906,47487,48029,170442,3549,4443,4031,4128,15750,3806,19736,18982,19350,77320,4009,24727,24474,24551,77372,3149,Florida
Georgia,32481,24961,26324,67910,2462,3055,2997,3032,9688,3204,4003,3940,3961,14368,3627,25423,18024,19331,43854,2084,Georgia
,,,,,,,,,,,,,,,,,,,,,
Hawaii,4833,4780,4798,20527,4263,0,0,0,0,-,2489,2447,2461,10663,4320,2344,2333,2337,9864,4204,Hawaii
Idaho,3008,2909,2954,14087,4761,489,472,480,2210,4629,525,469,487,3966,8133,1994,1968,1987,7911,3989,Idaho
Illinois,16771,16690,16728,107297,6412,3204,3186,3194,22850,7154,2630,2567,2597,22741,8775,10937,10937,10937,61706,5642,Illinois
Indiana,9648,9590,9620,38045,3958,1900,1900,1900,8644,4549,1460,1403,1432,9643,6810,6288,6287,6288,19758,3142,Indiana
Iowa,6228,5921,6113,32340,5311,953,935,940,5362,5716,2242,2139,2204,12127,5536,3033,2847,2969,14851,5009,Iowa
,,,,,,,,,,,,,,,,,,,,,
Kansas,6683,6505,6583,24229,3687,1102,1045,1073,4650,4366,2173,2069,2111,8883,4231,3408,3391,3399,10696,3147,Kansas
Kentucky,12119,11937,12044,39729,3305,2122,2116,2119,8425,3978,5681,5510,5611,19906,3565,4316,4311,4314,11398,2642,Kentucky
Louisiana,9469,9230,9375,39803,4268,1771,1706,1743,9307,5368,1758,1694,1714,7536,4406,5940,5830,5918,22960,3905,Louisiana
Maine,2490,2332,2444,11573,4758,545,543,544,2683,4933,776,654,748,4275,5914,1169,1135,1152,4615,4009,Maine
Maryland,20305,19277,20103,93161,4707,2211,2211,2211,11696,5290,5218,4740,5116,27638,5583,12876,12326,12776,53827,4266,Maryland
,,,,,,,,,,,,,,,,,,,,,
Massachusetts,24313,23752,23926,136626,5674,2842,2820,2828,24465,8642,9387,8981,9107,51106,5537,12084,11951,11991,61055,5076,Massachusetts
Michigan,17211,16924,17146,89432,5218,2482,2447,2467,14675,5969,1434,1380,1416,9695,6883,13295,13097,13263,65062,4903,Michigan
Minnesota,8853,8156,8659,42157,4854,934,900,921,4258,4648,3770,3251,3612,20094,5548,4149,4005,4126,17805,4336,Minnesota
Mississippi,5241,5216,5231,17126,3274,1238,1235,1236,4177,3378,751,743,745,4503,6044,3252,3238,3250,8446,2599,Mississippi
Missouri,19000,18393,18747,57494,3085,2511,2378,2472,9743,4034,4310,3991,4188,15888,3868,12179,12024,12087,31863,2637,Missouri
,,,,,,,,,,,,,,,,,,,,,
Montana,2513,2371,2453,10635,4352,480,446,469,2139,4565,755,662,710,3123,4460,1278,1263,1274,5373,4221,Montana
Nebraska,4448,4319,4377,17059,3913,777,768,774,3560,4618,770,725,741,3592,4894,2901,2826,2862,9907,3470,Nebraska
Nevada,5258,5193,5209,25413,4859,890,887,888,5755,6480,750,739,741,4726,6365,3618,3567,3580,14932,4144,Nevada
New Hampshire,2559,2164,2371,11526,4848,514,474,491,2538,5244,902,640,756,3922,4865,1143,1050,1124,5066,4658,New Hampshire
New Jersey,25934,25646,25795,164282,6384,3792,3742,3768,28802,7664,13112,12891,13004,81397,6284,9030,9013,9023,54083,5995,New Jersey
,,,,,,,,,,,,,,,,,,,,,
New Mexico,7230,7131,7192,26572,3703,505,505,505,2118,4194,3073,3008,3044,12236,4038,3652,3618,3643,12218,3355,New Mexico
New York,54466,53513,54165,360740,6681,5806,5685,5782,49980,8759,18955,18424,18801,135110,7223,29705,29404,29582,175650,5940,New York
North Carolina,31173,30503,30536,109012,3558,3505,3495,3499,15346,4385,6739,6272,6293,29989,4728,20929,20736,20744,63677,3065,North Carolina
North Dakota,1691,1557,1604,7070,4396,199,195,198,923,4689,616,566,576,2958,5165,876,796,830,3189,3778,North Dakota
Ohio,19147,18575,18837,89709,4752,2614,2606,2614,13217,5061,3288,2751,2984,17568,5899,13245,13218,13239,58924,4452,Ohio
,,,,,,,,,,,,,,,,,,,,,
Oklahoma,9481,9226,9343,35351,3793,1947,1864,1910,8421,4461,2840,2730,2777,12348,4470,4694,4632,4656,14582,3125,Oklahoma
Oregon,9607,9130,9325,43370,4645,1465,1280,1334,7057,5345,2991,2834,2923,14033,4776,5151,5016,5068,22280,4392,Oregon
Pennsylvania,28621,27587,27999,147824,5244,6778,6461,6562,39539,5977,3053,3053,3053,25056,8207,18790,18073,18384,83229,4481,Pennsylvania
Rhode Island,3037,3020,3031,18946,6259,319,317,318,2280,7182,1165,1150,1160,6819,5895,1553,1553,1553,9847,6341,Rhode Island
South Carolina,11042,10963,11006,34748,3156,2020,2016,2017,7456,3695,822,809,815,3978,4888,8200,8138,8174,23314,2851,South Carolina
,,,,,,,,,,,,,,,,,,,,,
South Dakota,1888,1757,1826,6784,3750,326,307,316,1247,3952,684,597,642,2763,4419,878,853,868,2774,3209,South Dakota
Tennessee,11173,11081,11132,42073,3782,1609,1603,1607,7800,4858,2489,2443,2458,13450,5480,7075,7035,7067,20823,2947,Tennessee
Texas,52846,51991,52442,180731,3446,6698,6611,6652,33774,5094,5663,5523,5630,28503,5047,40485,39857,40160,118454,2951,Texas
Utah,5653,5271,5427,20927,3879,857,798,822,3336,4101,1636,1522,1573,6725,4269,3160,2951,3032,10866,3618,Utah
Vermont,2479,2397,2412,11142,4626,675,622,632,3243,5158,697,675,679,3226,4758,1107,1100,1101,4673,4245,Vermont
,,,,,,,,,,,,,,,,,,,,,
Virginia,20841,20044,20374,75095,3688,3210,3073,3148,14538,4643,4017,3685,3757,17826,4732,13614,13286,13469,42731,3178,Virginia
Washington,13023,10683,12497,58204,4674,2209,2168,2183,11651,5308,1997,1798,1938,10846,5580,8817,6717,8376,35707,4227,Washington
West Virginia,6320,6246,6284,21140,3367,1056,1036,1044,4287,4121,1619,1570,1596,7378,4644,3645,3640,3644,9475,2601,West Virginia
Wisconsin,13041,12085,12689,58577,4580,772,734,759,3842,5115,2390,2099,2263,13844,6204,9879,9252,9667,40891,4169,Wisconsin
Wyoming,2192,2161,2176,9242,4230,292,292,292,1396,4782,559,529,544,2971,5428,1341,1340,1340,4875,3637,Wyoming
Note: These data are based on a summation of responses from individual state agencies. Some agency data may be for a prior reporting period.,,,,,,,,,,,,,,,,,,,,,
