"Delaware, PA",822,753,767,2580,3368,49,49,49,162,3306,767,698,712,2382,3350,6,6,6,36,6019,"Delaware, PA"
,,,,,,,,,,,,,,,,,,,,,
"Du Page, IL",1202,1189,1197,5624,4698,331,325,328,1940,5904,487,483,486,1912,3944,384,381,383,1772,4626,"Du Page, IL"
"Erie, NY",1068,1039,1052,5925,5664,200,188,194,1068,5584,197,197,197,1060,5380,671,654,661,3797,5773,"Erie, NY"
"Essex, NJ",1696,1685,1690,11404,6754,414,412,413,3112,7544,405,401,402,2933,7295,877,872,875,5360,6133,"Essex, NJ"
"Fairfax, VA",3003,2818,2924,19791,6891,1695,1608,1651,12244,7525,529,483,519,2853,5634,779,727,754,4694,6325,"Fairfax, VA"
"Franklin, OH",2312,2226,2256,10125,4492,537,533,535,3019,5652,1430,1348,1376,5352,3882,345,345,345,1754,5085,"Franklin, OH"
"Fresno, CA",1836,1689,1750,9587,5477,946,907,926,5219,5675,344,304,323,2037,6423,546,478,501,2331,4501,"Fresno, CA"
"Fulton, GA",2513,2350,2473,10195,4165,182,182,182,890,4888,1245,1179,1223,5272,4306,1086,989,1068,4034,3864,"Fulton, GA"
,,,,,,,,,,,,,,,,,,,,,
"Hamilton, OH",2290,2181,2230,8829,3964,287,273,277,1481,5379,1234,1169,1199,4602,3831,769,739,754,2746,3652,"Hamilton, OH"
"Harris, TX",9435,8905,9315,40873,4469,5401,5146,5395,23271,4399,1801,1602,1713,9801,5910,2233,2157,2207,7801,3565,"Harris, TX"
"Hennepin, MN",2282,2166,2250,13795,6167,643,623,635,3735,5915,489,393,465,3613,8209,1150,1150,1150,6447,5606,"Hennepin, MN"
"Hillsborough, FL",4408,4129,4174,20035,4828,2203,1930,1972,10305,5294,1072,1066,1069,4297,4016,1133,1133,1133,5433,4796,"Hillsborough, FL"
"Hudson, NJ",1696,1671,1685,8483,5051,328,319,323,2060,6408,680,671,676,3082,4572,688,681,686,3341,4886,"Hudson, NJ"
"Jackson, MO",620,582,598,1869,3148,135,126,131,487,3806,160,155,157,515,3257,325,301,310,867,2817,"Jackson, MO"
"Jefferson, AL",805,801,803,3768,4694,387,385,386,1918,4973,141,141,141,607,4305,277,275,276,1243,4502,"Jefferson, AL"
,,,,,,,,,,,,,,,,,,,,,
"King, WA",3235,3081,3155,21780,6920,980,971,978,8134,8352,1368,1233,1291,7900,6086,887,877,886,5746,6506,"King, WA"
"Lake, IN",1212,1067,1176,3955,3457,291,280,288,996,3496,759,625,726,2538,3662,162,162,162,421,2600,"Lake, IN"
"Los Angeles, CA",32191,31041,31624,221283,7007,9590,9176,9295,64790,6987,14912,14306,14719,110765,7544,7689,7559,7610,45729,6015,"Los Angeles, CA"
"Macomb, MI",1031,932,980,4509,4702,339,275,304,1472,5106,390,375,384,1735,4524,302,282,292,1303,4544,"Macomb, MI"
"Maricopa, AZ",8633,8456,8549,35844,4196,3073,3062,3070,12881,4196,3591,3470,3535,15619,4424,1969,1924,1944,7344,3785,"Maricopa, AZ"
"Middlesex, NJ",793,786,790,5890,7467,229,229,229,1653,7218,218,211,215,1603,7497,346,346,346,2634,7614,"Middlesex, NJ"
"Milwaukee, WI",2042,1948,1993,9883,4966,398,392,394,2206,5610,608,581,597,2865,4820,1036,975,1002,4811,4794,"Milwaukee, WI"
,,,,,,,,,,,,,,,,,,,,,
"Monmouth, NJ",917,887,897,6645,7446,260,239,246,1700,6993,295,289,291,1901,6543,362,359,360,3045,8473,"Monmouth, NJ"
"Monroe, NY",1676,1565,1611,8169,5138,692,610,641,3156,5015,361,353,357,1809,5089,623,602,613,3204,5290,"Monroe, NY"
"Montgomery, MD",3436,3058,3233,20626,6563,2497,2156,2304,14684,6602,426,400,418,2573,6244,513,502,511,3369,6652,"Montgomery, MD"
"Montgomery, OH",1593,1481,1515,6108,3984,528,528,528,2417,4577,911,818,843,3185,3680,154,135,144,506,3501,"Montgomery, OH"
"Montgomery, PA",1677,1567,1607,6498,4074,237,235,236,981,4163,913,814,849,3293,3926,527,518,522,2224,4265,"Montgomery, PA"
"Multnomah, OR",1593,1460,1513,8809,5894,263,249,253,1497,5919,225,210,220,1273,5915,1105,1001,1040,6039,5884,"Multnomah, OR"
"Nassau, NY",5283,4818,5032,33630,6786,3434,2991,3196,26421,8541,481,476,480,3062,6390,1368,1351,1356,4147,3042,"Nassau, NY"
,,,,,,,,,,,,,,,,,,,,,
"Norfolk, MA",0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,"Norfolk, MA"
"Oakland, MI",2114,1806,1974,9221,4770,596,530,557,2907,5245,920,757,862,3953,4745,598,519,555,2362,4320,"Oakland, MI"
"Oklahoma, OK",1180,1144,1158,3220,2789,278,249,259,852,3345,232,228,230,732,3194,670,667,669,1635,2443,"Oklahoma, OK"
"Orange, CA",5302,5239,5268,36350,6906,3095,3064,3075,20346,6619,1013,994,1007,9964,9940,1194,1181,1186,6039,5096,"Orange, CA"
"Orange, FL",4587,4241,4363,18204,4220,2185,1897,1986,8685,4467,787,742,763,2946,3884,1615,1602,1614,6573,4084,"Orange, FL"
"Palm Beach, FL",4571,4211,4411,26322,6127,2489,2148,2329,14884,6712,1160,1141,1160,5171,4482,922,922,922,6268,6798,"Palm Beach, FL"
"Pima, AZ",3500,3337,3422,13731,4021,943,920,931,4362,4687,1348,1262,1311,5288,4049,1209,1155,1180,4080,3460,"Pima, AZ"
,,,,,,,,,,,,,,,,,,,,,
"Pinellas, FL",3055,2845,2922,13161,4540,1314,1159,1194,5896,4968,679,633,668,2552,3891,1062,1053,1060,4713,4459,"Pinellas, FL"
"Prince Georges, MD",3500,3293,3436,22208,6609,2498,2355,2448,16464,6871,420,363,406,2208,5703,582,575,582,3536,6106,"Prince Georges, MD"
"Riverside, CA",5382,5341,5362,38455,7180,2208,2194,2201,17642,8018,939,937,938,7732,8240,2235,2210,2223,13081,5900,"Riverside, CA"
"Sacramento, CA",3482,3092,3334,26521,8134,1416,1250,1370,11086,8470,626,604,615,5702,9268,1440,1238,1349,9732,7241,"Sacramento, CA"
"St. Louis, MO",2058,1982,2013,8606,4286,1105,1092,1099,5026,4582,510,462,481,1976,4128,443,428,433,1603,3701,"St. Louis, MO"
"Salt Lake, UT",2063,1720,1813,7478,4221,888,575,653,2816,4602,360,336,348,1675,4873,815,809,812,2987,3679,"Salt Lake, UT"
"San Bernardino, CA",5433,5332,5379,34339,6395,1884,1834,1856,12998,7031,1360,1335,1348,9243,6873,2189,2163,2175,12098,5560,"San Bernardino, CA"
,,,,,,,,,,,,,,,,,,,,,
"San Diego, CA",8684,8323,8486,48935,5679,2898,2781,2834,16121,5584,3399,3198,3287,20777,6211,2387,2344,2365,12037,5067,"San Diego, CA"
"San Mateo, CA",1574,1418,1520,10690,7331,468,427,462,4249,9693,516,498,506,3423,6833,590,493,552,3017,5787,"San Mateo, CA"
"Santa Clara, CA",4460,4252,4363,32651,7548,723,647,694,5703,8476,2000,1954,1978,14762,7476,1737,1651,1691,12186,7270,"Santa Clara, CA"
"Shelby, TN",3291,3070,3212,12252,3880,951,904,924,3607,3932,1334,1160,1282,5071,4123,1006,1006,1006,3574,3553,"Shelby, TN"
"Suffolk, NY",5870,5352,5586,41295,7597,3725,3280,3473,28129,8431,529,516,522,3455,6637,1616,1556,1591,9711,6156,"Suffolk, NY"
"Summit, OH",1258,1200,1230,4605,3758,232,221,228,945,4188,568,543,554,1899,3415,458,436,448,1761,3968,"Summit, OH"
,,,,,,,,,,,,,,,,,,,,,
"Tarrant, TX",4756,4265,4319,17398,4038,740,734,738,2847,3860,1459,1015,1045,5500,5304,2557,2516,2536,9050,3580,"Tarrant, TX"
"Travis, TX",3703,3663,3685,17165,4660,680,680,680,3704,5448,1374,1339,1358,6116,4502,1649,1644,1647,7344,4462,"Travis, TX"
"Union, NJ",973,948,959,7936,8329,108,93,101,813,8466,464,456,459,3828,8367,401,399,399,3295,8253,"Union, NJ"
"Ventura, CA",2584,2506,2547,19185,7570,741,705,722,6485,9117,1059,1028,1046,7561,7231,784,773,779,5139,6610,"Ventura, CA"
"Wayne, MI",2356,2298,2353,12367,5300,265,262,263,1344,5117,1116,1061,1115,5399,4914,975,975,975,5624,5768,"Wayne, MI"
"Westchester, NY",1801,1702,1772,15693,8756,396,316,380,3762,9529,338,332,334,2671,8013,1067,1054,1058,9259,8758,"Westchester, NY"
